title,artist,link
Untitled (1983-1984),Lindsay Marshall,https://collections.ed.ac.uk/art/record/21565?highlight=*:*
Self Portrait in White Apron,Unknown,https://collections.ed.ac.uk/art/record/22600?highlight=*:*
Lorenzo de' Medici (Pre 1837),Unknown,https://collections.ed.ac.uk/art/record/20595?highlight=*:*
Self Portrait (1950),Zygmunt Bukowski,https://collections.ed.ac.uk/art/record/22687?highlight=*:*
Edinburgh Castle,J. McGonigal,https://collections.ed.ac.uk/art/record/122750?highlight=*:*
Old Waverley Hotel (1990),Kirsty E. Raitt,https://collections.ed.ac.uk/art/record/22587?highlight=*:*
Reverse Reserve (1975),Gordon Mitchell,https://collections.ed.ac.uk/art/record/22522?highlight=*:*
Untitled (1987),Mia Stanley,https://collections.ed.ac.uk/art/record/21577?highlight=*:*
Preparatory Sketch (1962),John Picking,https://collections.ed.ac.uk/art/record/50528?highlight=*:*
Landscape with Resting Harvesters (1953),John Houston,https://collections.ed.ac.uk/art/record/122708?highlight=*:*
Untitled,Unknown,https://collections.ed.ac.uk/art/record/99861?highlight=*:*
"Still Life with Pots, Basket and White Flowers (1959)",W Campbell,https://collections.ed.ac.uk/art/record/122865?highlight=*:*
Vase,Emma Gillies,https://collections.ed.ac.uk/art/record/53738?highlight=*:*
Unknown,Leonard I. H. Gray,https://collections.ed.ac.uk/art/record/53484?highlight=*:*
Untitled (Unknown),J Nicoll,https://collections.ed.ac.uk/art/record/21728?highlight=*:*
Teacup,Emma Gillies,https://collections.ed.ac.uk/art/record/53636?highlight=*:*
Kitchen Interior,Ruth Walker,https://collections.ed.ac.uk/art/record/122896?highlight=*:*
Untitled (1983-1984),Lindsay Marshall,https://collections.ed.ac.uk/art/record/21564?highlight=*:*
Man with Glasses (1941),P. G. Prescot,https://collections.ed.ac.uk/art/record/22737?highlight=*:*
Cushion,Winsome Douglass,https://collections.ed.ac.uk/art/record/113831?highlight=*:*
Portrait of Sister (1958),Frances M. Walker,https://collections.ed.ac.uk/art/record/22680?highlight=*:*
Still Life with Mirror (1970),Peter Wheeler,https://collections.ed.ac.uk/art/record/122815?highlight=*:*
Garden of Eden (1987),Unknown,https://collections.ed.ac.uk/art/record/21608?highlight=*:*
Portrait of a Woman (1958),Irene M. Fotheringham,https://collections.ed.ac.uk/art/record/22688?highlight=*:*
Lamb (1920s),Emma Gillies,https://collections.ed.ac.uk/art/record/122126?highlight=*:*
Untitled (Unknown),Kirkland Main,https://collections.ed.ac.uk/art/record/21938?highlight=*:*
Four way / Exchange Portfolio (Unknown),Unknown,https://collections.ed.ac.uk/art/record/99854?highlight=*:*
A Red Made For R.M Rilke (2006),Catlin Dalton,https://collections.ed.ac.uk/art/record/99884?highlight=*:*
Still Life with Fish (1961),Jean M. A. Conacher,https://collections.ed.ac.uk/art/record/22723?highlight=*:*
Mountainous Landscape (Circa 1974),Peter Wheeler,https://collections.ed.ac.uk/art/record/122813?highlight=*:*
Saucer,Emma Gillies,https://collections.ed.ac.uk/art/record/53660?highlight=*:*
Unknown (1952),Rosemary Bagshaw,https://collections.ed.ac.uk/art/record/53514?highlight=*:*
Untitled (Unknown),Joanna [Coffin?],https://collections.ed.ac.uk/art/record/21940?highlight=*:*
Untitled (1946),Eileen Bennett,https://collections.ed.ac.uk/art/record/21732?highlight=*:*
Untitled (1988),Jodie Pear,https://collections.ed.ac.uk/art/record/21552?highlight=*:*
Unknown (1947),Margaret C. Ogilvy,https://collections.ed.ac.uk/art/record/50494?highlight=*:*
Unknown (1948),Marjorie Wallace,https://collections.ed.ac.uk/art/record/50442?highlight=*:*
Unknown (1952),Rosemary Bagshaw,https://collections.ed.ac.uk/art/record/53519?highlight=*:*
Crucifixion (1952),John Picking,https://collections.ed.ac.uk/art/record/122709?highlight=*:*
"Male Nude, possibly Hermes (with bubbly feet)",Unknown,https://collections.ed.ac.uk/art/record/20603?highlight=*:*
In the Kitchen (1989),Robert Bushe,https://collections.ed.ac.uk/art/record/22608?highlight=*:*
Plate (1920s),Emma Gillies,https://collections.ed.ac.uk/art/record/53706?highlight=*:*
Unknown,Fiona Hewitt,https://collections.ed.ac.uk/art/record/53599?highlight=*:*
Unknown (1960),Denness Morton,https://collections.ed.ac.uk/art/record/53547?highlight=*:*
"Cast Study of 'Castor and Pollux', Roman Copy of Greek Original (1952)",Alastair Fairweather,https://collections.ed.ac.uk/art/record/50421?highlight=*:*
Vase,Emma Gillies,https://collections.ed.ac.uk/art/record/53737?highlight=*:*
Sugar Bowl,Emma Gillies,https://collections.ed.ac.uk/art/record/53676?highlight=*:*
Natural Geometry series (a) (2015),Robin Crawford,https://collections.ed.ac.uk/art/record/53771?highlight=*:*
View of a Shipyard (1966),Roy M. W. Cameron,https://collections.ed.ac.uk/art/record/122837?highlight=*:*
Still Life Table (Circa 1965),Roy M. W. Cameron,https://collections.ed.ac.uk/art/record/22616?highlight=*:*
Unknown (1950),Patrick W. Barclay,https://collections.ed.ac.uk/art/record/50621?highlight=*:*
Unknown,Robert Hamilton Dalrymple,https://collections.ed.ac.uk/art/record/53532?highlight=*:*
Portrait of a Bearded Man with Bow Tie,Unknown,https://collections.ed.ac.uk/art/record/22611?highlight=*:*
Mexican needleweaving birds and hearts (1951),Unknown,https://collections.ed.ac.uk/art/record/102693?highlight=*:*
"Tomb of Ferry de Gros, Lord of Dyeghem Nieunland",Unknown,https://collections.ed.ac.uk/art/record/20567?highlight=*:*
Victorian collar (1956),Unknown,https://collections.ed.ac.uk/art/record/102699?highlight=*:*
On Beinn na Lice (Unknown),Hazel Holmes,https://collections.ed.ac.uk/art/record/21943?highlight=*:*
Barrel Vessel (1920s),Emma Gillies,https://collections.ed.ac.uk/art/record/122070?highlight=*:*
Untitled (Unknown),A. Geraldine Gowan,https://collections.ed.ac.uk/art/record/21580?highlight=*:*
Untitled,Unknown,https://collections.ed.ac.uk/art/record/102678?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21853?highlight=*:*
From the Viking Age (1897),Pavlov Chailly,https://collections.ed.ac.uk/art/record/50469?highlight=*:*
Cap insert (1800-1899),Unknown,https://collections.ed.ac.uk/art/record/102709?highlight=*:*
Untitled (1996),Jennifer C. Lindsay,https://collections.ed.ac.uk/art/record/21929?highlight=*:*
Mythological Landscape (diptych) (1990),Robert Euman,https://collections.ed.ac.uk/art/record/22577?highlight=*:*
Unknown (1950),Muriel Davidson,https://collections.ed.ac.uk/art/record/53475?highlight=*:*
Red Faced (2014),Daniel Hughes,https://collections.ed.ac.uk/art/record/47440?highlight=*:*
Unknown (1947-1948),Marjorie Wallace,https://collections.ed.ac.uk/art/record/50449?highlight=*:*
"Trawlers, Granton Harbour (1951)",John W. Corner,https://collections.ed.ac.uk/art/record/21829?highlight=*:*
Untitled (1971),G.A. C,https://collections.ed.ac.uk/art/record/21927?highlight=*:*
Donald Douglas (Actor) (1954),Mary C. A. Edmond,https://collections.ed.ac.uk/art/record/122959?highlight=*:*
Schizophrenia (2007),Laura Guoke,https://collections.ed.ac.uk/art/record/99903?highlight=*:*
Unknown (1950),Katherine B K Burns,https://collections.ed.ac.uk/art/record/50571?highlight=*:*
Horse (1920s),Emma Gillies,https://collections.ed.ac.uk/art/record/53750?highlight=*:*
Big Handed Woman with Fur Collar (verso) (1953),Llewella C. Brayne,https://collections.ed.ac.uk/art/record/22706?highlight=*:*
Nude Woman,Mieczyslaw T. Janikowski,https://collections.ed.ac.uk/art/record/22659?highlight=*:*
Still Life with Decanter (1962),Kathleen B. Russell,https://collections.ed.ac.uk/art/record/122780?highlight=*:*
Needle lace mat,Unknown,https://collections.ed.ac.uk/art/record/102712?highlight=*:*
Unknown (15 FEB 1956),Alan M. Alexander,https://collections.ed.ac.uk/art/record/50593?highlight=*:*
Untitled (Unknown),Isobel Jack,https://collections.ed.ac.uk/art/record/21624?highlight=*:*
Untitled (Unknown),Paul Gladston,https://collections.ed.ac.uk/art/record/21706?highlight=*:*
Bust of St. Joseph (1912),C Pouzadoux,https://collections.ed.ac.uk/art/record/20550?highlight=*:*
Nude Woman with Oranges (1962),Norma M. Kirk,https://collections.ed.ac.uk/art/record/122914?highlight=*:*
Snowed Under (1998),John Brown,https://collections.ed.ac.uk/art/record/21863?highlight=*:*
Male Figure in Black Shaft and Household Appliances (Circa 1989),Paul Rooney,https://collections.ed.ac.uk/art/record/22520?highlight=*:*
Unknown,Alexander S Campbell,https://collections.ed.ac.uk/art/record/50632?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/53511?highlight=*:*
Self Portrait (1992),Victoria A. James,https://collections.ed.ac.uk/art/record/22742?highlight=*:*
Unknown,Elizabeth Blackadder,https://collections.ed.ac.uk/art/record/50637?highlight=*:*
The Repairable Flatpack Toaster (2017),Kasey Hou,https://collections.ed.ac.uk/art/record/100020?highlight=*:*
Distortion 2 (2014),Ainsley Francis,https://collections.ed.ac.uk/art/record/47453?highlight=*:*
Zane (2013),Isobel Turley,https://collections.ed.ac.uk/art/record/21303?highlight=*:*
Portrait (1953),George Roderick Carmichael,https://collections.ed.ac.uk/art/record/22644?highlight=*:*
Man and Woman in Brown (Circa 1975),Robin Paine,https://collections.ed.ac.uk/art/record/22585?highlight=*:*
Ayrshire christening robe (1800-1899),Unknown,https://collections.ed.ac.uk/art/record/102679?highlight=*:*
Hedge Cut (1998),John Brown,https://collections.ed.ac.uk/art/record/21852?highlight=*:*
Unknown (18 MAY 1948),Edward A. Gage,https://collections.ed.ac.uk/art/record/50630?highlight=*:*
Untitled (Unknown),Anne Slater,https://collections.ed.ac.uk/art/record/21797?highlight=*:*
Abstract in Brown and Blue (1988),George M. Glen,https://collections.ed.ac.uk/art/record/22544?highlight=*:*
Self Portrait (1949),Margaret Moodie,https://collections.ed.ac.uk/art/record/50491?highlight=*:*
Two Traffic Lights at Blue (1989),Alastair Clark,https://collections.ed.ac.uk/art/record/21893?highlight=*:*
Unknown,Colin Brown,https://collections.ed.ac.uk/art/record/53565?highlight=*:*
Composition (1987),Gordon W. Boyd,https://collections.ed.ac.uk/art/record/22564?highlight=*:*
Espresso Saucer (1920s),Emma Gillies,https://collections.ed.ac.uk/art/record/53682?highlight=*:*
Crouching Venus,Unknown,https://collections.ed.ac.uk/art/record/19845?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/99914?highlight=*:*
Composition of Two Figures on Yellow* (1968),Alan T. Johnston,https://collections.ed.ac.uk/art/record/22624?highlight=*:*
Unknown,Douglas Baxter,https://collections.ed.ac.uk/art/record/50400?highlight=*:*
Unknown,Andrew Parkinson,https://collections.ed.ac.uk/art/record/50410?highlight=*:*
Unknown (1952),Rosemary Bagshaw,https://collections.ed.ac.uk/art/record/53520?highlight=*:*
Still Life - Tomatoes (1960),Thora Clyne,https://collections.ed.ac.uk/art/record/22719?highlight=*:*
Standing Male Nude with White Cloth,Janet I. Coventry,https://collections.ed.ac.uk/art/record/22665?highlight=*:*
Coastal Village with Church,Unknown,https://collections.ed.ac.uk/art/record/22733?highlight=*:*
Townscape with Mountains (1948),Mieczyslaw T. Janikowski,https://collections.ed.ac.uk/art/record/21422?highlight=*:*
Untitled (Unknown),Dilys R. Lovell,https://collections.ed.ac.uk/art/record/21574?highlight=*:*
Untitled,Unknown,https://collections.ed.ac.uk/art/record/99860?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/50382?highlight=*:*
Plate (1920s),Emma Gillies,https://collections.ed.ac.uk/art/record/53673?highlight=*:*
Unknown (1950),James Bowman,https://collections.ed.ac.uk/art/record/50611?highlight=*:*
Saucer,Emma Gillies,https://collections.ed.ac.uk/art/record/53667?highlight=*:*
Still Life with Twigs and Teazles (Circa 1950),Joan Connell,https://collections.ed.ac.uk/art/record/122858?highlight=*:*
For Mayte Carrasco (Unknown),Elspeth Lamb,https://collections.ed.ac.uk/art/record/21887?highlight=*:*
Untitled (1995),John Wallbank,https://collections.ed.ac.uk/art/record/21714?highlight=*:*
Mexican needleweaving birds and geometric pattern (1951),Unknown,https://collections.ed.ac.uk/art/record/102692?highlight=*:*
Untitled,Unknown,https://collections.ed.ac.uk/art/record/102729?highlight=*:*
2uit Deconstructing One/I'm Not That Basic (2006),Rachel Garguilo,https://collections.ed.ac.uk/art/record/99885?highlight=*:*
Costume Study (1946),Alexander Cree,https://collections.ed.ac.uk/art/record/50542?highlight=*:*
etc (2006),Catherine Robbie,https://collections.ed.ac.uk/art/record/99865?highlight=*:*
Distortion 1 (2014),Ainsley Francis,https://collections.ed.ac.uk/art/record/47452?highlight=*:*
Unknown (1947),Thomas M. B. Watt,https://collections.ed.ac.uk/art/record/50575?highlight=*:*
Composition with Stripes and Full Moon (Circa 1973),Peter Bewsey,https://collections.ed.ac.uk/art/record/20759?highlight=*:*
"Still Life with Bottles, Vases and Striped Drape (Circa 1957)",Andrew P. W. Conkie,https://collections.ed.ac.uk/art/record/122862?highlight=*:*
Study for picture 'Waking of Brynhildr' (1897),Pavlov Chailly,https://collections.ed.ac.uk/art/record/50473?highlight=*:*
Untitled (1984),Unknown,https://collections.ed.ac.uk/art/record/21602?highlight=*:*
Untitled (1962),John Fraser,https://collections.ed.ac.uk/art/record/99818?highlight=*:*
Sitting Nude Female (1977),Joanna I. Taylor,https://collections.ed.ac.uk/art/record/22721?highlight=*:*
Pyreneen Vogel (2002),Frances Ryan,https://collections.ed.ac.uk/art/record/21806?highlight=*:*
Untitled (2006),Greggory Bradford,https://collections.ed.ac.uk/art/record/99877?highlight=*:*
Untitled (1962),Cant,https://collections.ed.ac.uk/art/record/21763?highlight=*:*
Saucer,Emma Gillies,https://collections.ed.ac.uk/art/record/53628?highlight=*:*
The Canteen (1947),Marjorie B. Wallace,https://collections.ed.ac.uk/art/record/122778?highlight=*:*
Unknown (31 OCT 1962),Norman Macdonald,https://collections.ed.ac.uk/art/record/53596?highlight=*:*
Untitled (Unknown),Marjorie Ann,https://collections.ed.ac.uk/art/record/99907?highlight=*:*
Three studies on a pink ground (girl with clasped hands) (1949),Barbara Hepworth,https://collections.ed.ac.uk/art/record/20769?highlight=*:*
Blackbird on Toys,Gordon Mitchell,https://collections.ed.ac.uk/art/record/22560?highlight=*:*
Untitled (24 Oct 1962),Peter Pretsell,https://collections.ed.ac.uk/art/record/99792?highlight=*:*
Untitled (Unknown),Edward Stratton,https://collections.ed.ac.uk/art/record/21800?highlight=*:*
Back of Kneeling Male Nude (1953),Maurice Chamberlain,https://collections.ed.ac.uk/art/record/50559?highlight=*:*
Unknown,Alan J McLeod,https://collections.ed.ac.uk/art/record/53604?highlight=*:*
Unknown (1946),Allan Lefley,https://collections.ed.ac.uk/art/record/50485?highlight=*:*
Teacup,Emma Gillies,https://collections.ed.ac.uk/art/record/53653?highlight=*:*
Seated Female Nude on Painted Wooden Chair (1967),Gwendolene H. MacKenzie,https://collections.ed.ac.uk/art/record/122722?highlight=*:*
Stairway (Circa 1979),Jean B. M. Lothian,https://collections.ed.ac.uk/art/record/22636?highlight=*:*
Unknown (1955),Edith Duke,https://collections.ed.ac.uk/art/record/53526?highlight=*:*
Untitled (Unknown),Rhalina Morgan,https://collections.ed.ac.uk/art/record/21688?highlight=*:*
Winged Victory of Samothrace (Post 1879),Musée Royal du Louvre,https://collections.ed.ac.uk/art/record/20585?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21707?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/50393?highlight=*:*
Woman in Garden (1952),Mollie E N Langlands,https://collections.ed.ac.uk/art/record/22652?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21808?highlight=*:*
Dark Landscape with Monoliths (1959),Jacqueline A N Stieger,https://collections.ed.ac.uk/art/record/20823?highlight=*:*
Unknown (1960),Jean I. Beattie,https://collections.ed.ac.uk/art/record/50615?highlight=*:*
Abstract Composition in Black and Green (Circa 1967),George M. Donald,https://collections.ed.ac.uk/art/record/122834?highlight=*:*
Still Life with Apples (Circa 1966),Jean E. Selby,https://collections.ed.ac.uk/art/record/122764?highlight=*:*
Winter Seascape,Kathleen Russell,https://collections.ed.ac.uk/art/record/122892?highlight=*:*
Reclining Female Nude on White Iron Bed,Unknown,https://collections.ed.ac.uk/art/record/122802?highlight=*:*
Untitled (1997),Sera K,https://collections.ed.ac.uk/art/record/21779?highlight=*:*
Portrait of Mary Edmond (1954),Moira E. Brown,https://collections.ed.ac.uk/art/record/122807?highlight=*:*
Untitled (2007),Esther McGreggor,https://collections.ed.ac.uk/art/record/99895?highlight=*:*
Unknown (1950),Zygmunt Bukowski,https://collections.ed.ac.uk/art/record/53556?highlight=*:*
Virgin and Child (Unknown),Unknown,https://collections.ed.ac.uk/art/record/20571?highlight=*:*
Copper Engraving (1949),Alfred Hackney,https://collections.ed.ac.uk/art/record/21826?highlight=*:*
Still Life Jugs (1957),Beatrice Patricia Grimshaw,https://collections.ed.ac.uk/art/record/122878?highlight=*:*
Untitled,Kirkland Main,https://collections.ed.ac.uk/art/record/99987?highlight=*:*
Saucer,Emma Gillies,https://collections.ed.ac.uk/art/record/53621?highlight=*:*
Standing Male Nude with White Cloth over Shoulders (1950),Joan Connell,https://collections.ed.ac.uk/art/record/122863?highlight=*:*
Unknown (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21867?highlight=*:*
Earth II,Garry Marshall,https://collections.ed.ac.uk/art/record/122723?highlight=*:*
Teacup,Emma Gillies,https://collections.ed.ac.uk/art/record/53639?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21557?highlight=*:*
Unknown (1963),Janette Brown,https://collections.ed.ac.uk/art/record/50396?highlight=*:*
Still Life with Blue Jug,Steiga,https://collections.ed.ac.uk/art/record/122794?highlight=*:*
Untitled (2002),Lindsey Edghill,https://collections.ed.ac.uk/art/record/99924?highlight=*:*
Unknown (1960),Hugh Deans,https://collections.ed.ac.uk/art/record/53530?highlight=*:*
Side Plate,Emma Gillies,https://collections.ed.ac.uk/art/record/53617?highlight=*:*
Untitled (Unknown),Joanne Leonie Milne,https://collections.ed.ac.uk/art/record/21932?highlight=*:*
"Electric Railway Station, Limerick (1986)",Josephine Ganter,https://collections.ed.ac.uk/art/record/21809?highlight=*:*
Untitled (1986),R. Euman,https://collections.ed.ac.uk/art/record/21629?highlight=*:*
Edinburgh College of Art Postgraduate Degree Show 1986 (1986),Andrew Arnott,https://collections.ed.ac.uk/art/record/21583?highlight=*:*
Woodland #4 (2007),Asbjorn Hollerud,https://collections.ed.ac.uk/art/record/99898?highlight=*:*
Seated Female Nude (1959),Robert M E Callender,https://collections.ed.ac.uk/art/record/122827?highlight=*:*
Flight Path No 1 (1977),Wilhelmina Barns-Graham CBE HRSA HRSW,https://collections.ed.ac.uk/art/record/19635?highlight=*:*
Unknown (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21550?highlight=*:*
Unknown (1947-1948),Marjorie Wallace,https://collections.ed.ac.uk/art/record/50445?highlight=*:*
Beach Townscape (1976),Martin Churchill,https://collections.ed.ac.uk/art/record/122856?highlight=*:*
Composition with Two Women (Circa 1972),Jacqueline Burnett (nee Watt),https://collections.ed.ac.uk/art/record/122843?highlight=*:*
Bloomers,Unknown,https://collections.ed.ac.uk/art/record/102663?highlight=*:*
Espresso Saucer (1920s),Emma Gillies,https://collections.ed.ac.uk/art/record/53687?highlight=*:*
Portrait of Woman with Hat (1974),Alan T. Johnston,https://collections.ed.ac.uk/art/record/122704?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/50384?highlight=*:*
Untitled (Unknown),Joanne Leonie Milne,https://collections.ed.ac.uk/art/record/21931?highlight=*:*
Abstract Still Life with Yellow Pot,Thomas P. O'Brien,https://collections.ed.ac.uk/art/record/123109?highlight=*:*
Unknown (1982),Donald Urquhart,https://collections.ed.ac.uk/art/record/99516?highlight=*:*
Untitled (1986),Sylvia Cameron,https://collections.ed.ac.uk/art/record/21716?highlight=*:*
The Fruitstand (Unknown),Elizabeth Gourlay,https://collections.ed.ac.uk/art/record/21777?highlight=*:*
Unknown (1952),Rosemary Bagshaw,https://collections.ed.ac.uk/art/record/53513?highlight=*:*
Unknown (1955),Rosemary Gray,https://collections.ed.ac.uk/art/record/53483?highlight=*:*
Untitled (Unknown),S J Dooley,https://collections.ed.ac.uk/art/record/99910?highlight=*:*
Crying (2014),Rachel Hill,https://collections.ed.ac.uk/art/record/47448?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21782?highlight=*:*
Still Life Apples (1953),D. Gordon Campbell,https://collections.ed.ac.uk/art/record/22674?highlight=*:*
Cantilever Ring (2013),Sally Morrison,https://collections.ed.ac.uk/art/record/21310?highlight=*:*
For Sanfrancisco (Unknown),Andrew Arnott,https://collections.ed.ac.uk/art/record/21606?highlight=*:*
Female Model with Mirror (1962),Helen G. S Forde,https://collections.ed.ac.uk/art/record/122864?highlight=*:*
Unknown (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21904?highlight=*:*
Standing Figure (Circa 1979),Ursula M. Henning,https://collections.ed.ac.uk/art/record/22517?highlight=*:*
Unknown (1950),Unknown,https://collections.ed.ac.uk/art/record/53507?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21793?highlight=*:*
Unknown,Gibbs,https://collections.ed.ac.uk/art/record/50415?highlight=*:*
Abstract with Crescent in Turquoise and Blue (Circa 1962),James T Carlyle,https://collections.ed.ac.uk/art/record/20760?highlight=*:*
A Window in an Interior,Morrison,https://collections.ed.ac.uk/art/record/122707?highlight=*:*
Sicily Landscape (1958),Beatrice Patricia Grimshaw,https://collections.ed.ac.uk/art/record/53479?highlight=*:*
Self (1964),Senga Guthrie,https://collections.ed.ac.uk/art/record/53593?highlight=*:*
Woman in a Blue Background,Ian Paterson,https://collections.ed.ac.uk/art/record/22696?highlight=*:*
Black Rock (1983),Wendy McMurdo,https://collections.ed.ac.uk/art/record/21592?highlight=*:*
Fancy Pipe (2006),Michael Hecht,https://collections.ed.ac.uk/art/record/99882?highlight=*:*
Nude Sleeping,Raymon Pattie,https://collections.ed.ac.uk/art/record/22529?highlight=*:*
Country Pleasure (1950),Zygmunt Bukowski,https://collections.ed.ac.uk/art/record/122879?highlight=*:*
Abstract (1967),Eileen E M Lawrence,https://collections.ed.ac.uk/art/record/22614?highlight=*:*
11. Ann Monotype (1959),Alan M. Alexander,https://collections.ed.ac.uk/art/record/50600?highlight=*:*
Untitled (Unknown),Victoria C F Bernie,https://collections.ed.ac.uk/art/record/21787?highlight=*:*
Milk Bottles (1967),Kevin Maguire,https://collections.ed.ac.uk/art/record/123339?highlight=*:*
Rabid Dog,Roland Corbin,https://collections.ed.ac.uk/art/record/122962?highlight=*:*
Unknown (1955),Alejandro B. Brasó,https://collections.ed.ac.uk/art/record/50603?highlight=*:*
Untitled (Unknown),Nicholas File,https://collections.ed.ac.uk/art/record/21781?highlight=*:*
Untitled (Unknown),Donald Clark,https://collections.ed.ac.uk/art/record/21636?highlight=*:*
Saucer,Emma Gillies,https://collections.ed.ac.uk/art/record/53656?highlight=*:*
19th century handkerchief (1800-1899),Unknown,https://collections.ed.ac.uk/art/record/102683?highlight=*:*
Railway Track (2002),Manson Heather,https://collections.ed.ac.uk/art/record/112495?highlight=*:*
Jalvation cocktail (Green) (2007),David Abbott,https://collections.ed.ac.uk/art/record/99888?highlight=*:*
Unknown (1953-1954),Lawrence F. Baxter,https://collections.ed.ac.uk/art/record/50616?highlight=*:*
Saucer,Emma Gillies,https://collections.ed.ac.uk/art/record/53663?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21617?highlight=*:*
Unknown (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21548?highlight=*:*
Sailsbury from Witlon Park (Unknown),Lord John Clerk Eldin,https://collections.ed.ac.uk/art/record/21671?highlight=*:*
Untitled (Unknown),Renny Tait,https://collections.ed.ac.uk/art/record/21723?highlight=*:*
Unknown (1948),William D Clyne,https://collections.ed.ac.uk/art/record/50578?highlight=*:*
Female Head Study (1949),Richard Lovell,https://collections.ed.ac.uk/art/record/50488?highlight=*:*
Untitled (1987),Martin McInally,https://collections.ed.ac.uk/art/record/21939?highlight=*:*
Bagatelle (1950),Eric Ritchie,https://collections.ed.ac.uk/art/record/122921?highlight=*:*
Valerie (Circa 1987),Renny Tait,https://collections.ed.ac.uk/art/record/20752?highlight=*:*
The Ferry,Kathleen Russell,https://collections.ed.ac.uk/art/record/123103?highlight=*:*
Fox Watch No.1 (1970),Alan Davie,https://collections.ed.ac.uk/art/record/21695?highlight=*:*
Anti-Matter (2013),Marissa Stoffer,https://collections.ed.ac.uk/art/record/47441?highlight=*:*
Vilnius Academy of Fine Arts,Unknown,https://collections.ed.ac.uk/art/record/99853?highlight=*:*
Sitting Nude Woman (1967),Jean B. M. Lothian,https://collections.ed.ac.uk/art/record/22626?highlight=*:*
Bearded Goat (1920s),Emma Gillies,https://collections.ed.ac.uk/art/record/53755?highlight=*:*
Untitled (1986),Margot Thomson,https://collections.ed.ac.uk/art/record/21590?highlight=*:*
Untitled (Unknown),S J Dooley,https://collections.ed.ac.uk/art/record/99911?highlight=*:*
Twist (1989),Dorothy Black,https://collections.ed.ac.uk/art/record/21849?highlight=*:*
Hand of God (1989-1991),Paul Rooney,https://collections.ed.ac.uk/art/record/21873?highlight=*:*
Seated Nude (Circa 1988),George M. Glen,https://collections.ed.ac.uk/art/record/122705?highlight=*:*
Untitled (1967),Lawrence Roche,https://collections.ed.ac.uk/art/record/21758?highlight=*:*
Unknown (1962),Leslie Johns,https://collections.ed.ac.uk/art/record/50479?highlight=*:*
Play-Areas (Unknown),Wendy McMurdo,https://collections.ed.ac.uk/art/record/21597?highlight=*:*
Unknown (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21859?highlight=*:*
Industrial Landscape,Unknown,https://collections.ed.ac.uk/art/record/123292?highlight=*:*
"Figure in a Garden, Florence (1966)",William S. T. Brodie,https://collections.ed.ac.uk/art/record/50495?highlight=*:*
Unknown (1950),John W. Corner,https://collections.ed.ac.uk/art/record/50521?highlight=*:*
Study for picture 'Waking of Brynhildr' (1897),Pavlov Chailly,https://collections.ed.ac.uk/art/record/50470?highlight=*:*
Unknown,Alexander Cree,https://collections.ed.ac.uk/art/record/50547?highlight=*:*
Rebecca Crompton tray,Rebecca Crompton,https://collections.ed.ac.uk/art/record/102696?highlight=*:*
Abstract with Blue Stripes (quadriptych) (1969),Ian G. Robertson,https://collections.ed.ac.uk/art/record/22571?highlight=*:*
Unknown (1960),Robin E. Bownass,https://collections.ed.ac.uk/art/record/50605?highlight=*:*
Espresso Saucer (1920s),Emma Gillies,https://collections.ed.ac.uk/art/record/53679?highlight=*:*
Portrait of a Man (Circa 1963),Ruth M. L. Walker,https://collections.ed.ac.uk/art/record/122900?highlight=*:*
Nude Woman Standing (1961),Rose A. K. Forsyth,https://collections.ed.ac.uk/art/record/122826?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21571?highlight=*:*
Jug (1920s),Emma Gillies,https://collections.ed.ac.uk/art/record/122133?highlight=*:*
Seated Female Nude (Circa 1968),Alan T. Johnston,https://collections.ed.ac.uk/art/record/20748?highlight=*:*
Theatrical Performance,Robert Maclaurin,https://collections.ed.ac.uk/art/record/21513?highlight=*:*
An Táin (1964),John B Vallely,https://collections.ed.ac.uk/art/record/21005?highlight=*:*
Still Life with Jar (Circa 1958),Peter C. Standen,https://collections.ed.ac.uk/art/record/122788?highlight=*:*
The Bakery,Mollie E N Langlands,https://collections.ed.ac.uk/art/record/122688?highlight=*:*
Border Wayleave (1990),Hazel Holmes,https://collections.ed.ac.uk/art/record/22523?highlight=*:*
